t,cell_id,z,y,x,volume
165,173,26.0,209.0,262.0,75.0
165,174,25.0,232.0,302.0,75.0
165,176,23.0,207.0,290.0,75.0
165,177,23.0,224.0,340.0,75.0
165,180,25.0,176.0,297.0,75.0
165,183,25.0,141.0,341.0,75.0
165,188,25.0,167.0,242.0,75.0
165,189,25.0,142.0,283.0,75.0
165,191,23.0,149.0,304.0,75.0
165,192,22.0,122.0,347.0,75.0
165,197,8.0,259.0,198.0,75.0
165,200,7.0,265.0,234.0,75.0
165,205,10.0,267.0,266.0,75.0
165,206,9.0,266.0,313.0,75.0
165,208,8.0,256.0,352.0,75.0
165,209,8.0,259.0,396.0,75.0
165,212,8.0,201.0,234.0,75.0
165,215,8.0,226.0,278.0,75.0
165,219,7.0,194.0,311.0,75.0
165,222,8.0,201.0,354.0,75.0
165,228,8.0,307.0,373.0,75.0
165,231,8.0,331.0,426.0,75.0
165,235,9.0,368.0,478.0,75.0
165,238,11.0,345.0,538.0,75.0
165,243,8.0,174.0,393.0,75.0
165,246,8.0,196.0,439.0,75.0
165,250,8.0,152.0,461.0,75.0
165,253,9.0,180.0,516.0,75.0
165,262,8.0,309.0,203.0,75.0
165,265,8.0,309.0,262.0,75.0
165,269,8.0,352.0,294.0,75.0
165,272,10.0,352.0,344.0,75.0
165,278,9.0,381.0,209.0,75.0
165,279,10.0,389.0,257.0,75.0
165,281,10.0,385.0,281.0,75.0
165,282,9.0,386.0,329.0,75.0
165,285,11.0,423.0,315.0,75.0
165,286,12.0,417.0,356.0,75.0
165,288,14.0,419.0,393.0,75.0
165,289,14.0,416.0,431.0,75.0
165,293,9.0,384.0,387.0,75.0
165,296,10.0,393.0,445.0,75.0
165,300,13.0,379.0,539.0,75.0
165,303,19.0,361.0,564.0,75.0
165,308,16.0,422.0,475.0,75.0
165,311,16.0,401.0,512.0,75.0
165,315,20.0,394.0,508.0,75.0
165,318,24.0,377.0,535.0,75.0
165,325,21.0,386.0,252.0,75.0
165,329,21.0,398.0,286.0,75.0
165,330,21.0,411.0,310.0,75.0
165,332,18.0,418.0,287.0,75.0
165,335,18.0,428.0,332.0,75.0
165,340,25.0,376.0,307.0,75.0
165,343,25.0,365.0,366.0,75.0
165,348,25.0,325.0,341.0,75.0
165,349,25.0,334.0,393.0,75.0
165,350,25.0,328.0,427.0,75.0
165,356,22.0,414.0,348.0,75.0
165,359,23.0,405.0,380.0,75.0
165,363,20.0,423.0,403.0,75.0
165,366,19.0,414.0,464.0,75.0
165,371,22.0,409.0,455.0,75.0
165,374,25.0,375.0,498.0,75.0
165,378,24.0,373.0,415.0,75.0
165,381,26.0,336.0,473.0,75.0
165,389,18.0,131.0,201.0,75.0
165,392,15.0,117.0,238.0,75.0
165,396,14.0,157.0,214.0,75.0
165,400,12.0,132.0,252.0,75.0
165,401,12.0,118.0,299.0,75.0
165,404,10.0,157.0,251.0,75.0
165,407,10.0,154.0,314.0,75.0
165,411,13.0,115.0,344.0,75.0
165,415,13.0,109.0,388.0,75.0
165,416,14.0,110.0,441.0,75.0
165,420,11.0,145.0,389.0,75.0
165,423,11.0,129.0,443.0,75.0
165,427,12.0,162.0,537.0,75.0
165,431,16.0,171.0,569.0,75.0
165,432,21.0,201.0,575.0,75.0
165,435,15.943661971830986,106.91549295774648,480.0845070422535,71.0
165,438,15.0,134.0,516.0,75.0
165,442,19.0,141.0,533.0,75.0
165,445,22.0,164.0,565.0,75.0
165,453,20.0,139.0,243.0,75.0
165,454,22.0,124.0,281.0,75.0
165,455,20.0,110.0,318.0,75.0
165,460,18.0,131.0,277.0,75.0
165,461,16.0,100.0,315.0,75.0
165,463,16.0,107.0,343.0,75.0
165,464,18.0,98.0,383.0,75.0
165,467,22.0,151.0,364.0,75.0
165,470,26.0,158.0,410.0,75.0
165,475,25.0,187.0,364.0,75.0
165,476,26.0,209.0,404.0,75.0
165,477,26.0,206.0,449.0,75.0
165,483,20.0,108.0,384.0,75.0
165,486,23.0,119.0,436.0,75.0
165,490,20.0,107.0,430.0,75.0
165,493,18.0,110.0,477.0,75.0
165,498,22.0,124.0,497.0,75.0
165,501,23.0,179.0,526.0,75.0
165,505,25.0,156.0,466.0,75.0
165,508,26.0,213.0,506.0,75.0
165,518,15.0,281.0,146.0,75.0
165,519,15.0,280.0,197.0,75.0
165,520,12.0,304.0,234.0,75.0
165,524,17.0,288.0,247.0,75.0
165,527,17.0,255.0,294.0,75.0
165,533,21.0,286.0,305.0,75.0
165,534,19.0,296.0,335.0,75.0
165,535,22.0,289.0,369.0,75.0
165,539,24.0,284.0,394.0,75.0
165,540,22.0,310.0,408.0,75.0
165,544,18.0,329.0,193.0,75.0
165,547,19.0,338.0,231.0,75.0
165,551,16.0,346.0,258.0,75.0
165,554,14.0,366.0,300.0,75.0
165,559,18.0,353.0,304.0,75.0
165,560,20.0,352.0,355.0,75.0
165,562,17.0,383.0,344.0,75.0
165,563,14.0,375.0,394.0,75.0
165,568,15.0,229.0,182.0,75.0
165,571,12.0,243.0,238.0,75.0
165,575,16.0,204.0,265.0,75.0
165,578,15.0,212.0,308.0,75.0
165,581,20.0,239.0,339.0,75.0
165,584,22.0,242.0,385.0,75.0
165,588,23.0,234.0,413.0,75.0
165,589,24.0,262.0,435.0,75.0
165,593,18.0,189.0,211.0,75.0
165,596,19.0,177.0,263.0,75.0
165,598,16.0,163.0,284.0,75.0
165,601,15.0,162.0,321.0,75.0
165,604,18.0,165.0,323.0,75.0
165,605,20.0,172.0,378.0,75.0
165,607,16.0,148.0,358.0,75.0
165,608,13.0,158.0,395.0,75.0
165,612,12.0,296.0,322.0,75.0
165,615,13.0,308.0,376.0,75.0
165,619,13.0,237.0,342.0,75.0
165,622,16.0,257.0,391.0,75.0
165,627,11.0,295.0,460.0,75.0
165,630,13.0,292.0,509.0,75.0
165,634,12.0,217.0,445.0,75.0
165,637,11.0,247.0,499.0,75.0
165,646,7.0,321.0,481.0,75.0
165,647,8.0,296.0,552.0,75.0
165,649,11.0,283.0,588.0,75.0
165,650,17.0,296.0,587.0,75.0
165,652,20.0,309.0,582.0,75.0
165,653,25.0,305.0,563.0,75.0
165,658,21.0,319.0,452.0,75.0
165,661,22.0,298.0,486.0,75.0
165,665,19.0,338.0,518.0,75.0
165,668,21.0,305.0,522.0,75.0
165,674,8.0,232.0,478.0,75.0
165,678,8.0,237.0,543.0,75.0
165,679,13.0,212.0,583.0,75.0
165,682,22.0,266.0,584.0,75.0
165,683,17.0,231.0,607.0,75.0
165,685,24.0,260.0,588.0,75.0
165,686,26.0,260.0,527.0,75.0
165,689,22.0,213.0,468.0,75.0
165,692,22.0,251.0,500.0,75.0
165,696,16.0,193.0,514.0,75.0
165,699,20.0,234.0,536.0,75.0
165,706,16.0,378.0,415.0,75.0
165,707,18.0,343.0,441.0,75.0
165,709,14.0,364.0,440.0,75.0
165,710,16.0,331.0,485.0,75.0
165,713,17.0,143.0,402.0,75.0
165,714,19.0,179.0,439.0,75.0
165,716,15.0,157.0,441.0,75.0
165,717,17.0,224.0,471.0,75.0
165,719,17.0,257.0,432.0,75.0
165,720,18.0,310.0,385.0,75.0
166,7,18.0,314.0,133.0,75.0
166,10,17.0,252.0,115.0,75.0
166,15,14.0,299.0,119.0,75.0
166,16,13.0,261.0,118.0,75.0
166,18,13.0,233.0,123.0,75.0
166,19,14.0,199.0,139.0,75.0
166,22,18.0,185.0,141.0,75.0
166,25,18.0,163.0,176.0,75.0
166,29,13.0,174.0,171.0,75.0
166,33,10.0,195.0,169.0,75.0
166,34,11.0,166.0,208.0,75.0
166,38,11.0,314.0,137.0,75.0
166,41,13.0,332.0,164.0,75.0
166,45,11.0,290.0,175.0,75.0
166,49,11.0,349.0,219.0,75.0
166,50,12.0,348.0,273.0,75.0
166,53,12.0,267.0,150.0,75.0
166,56,11.0,224.0,138.0,75.0
166,61,9.0,238.0,169.0,75.0
166,62,10.0,223.0,202.0,75.0
166,64,12.0,193.0,243.0,75.0
166,65,11.0,195.0,294.0,75.0
166,70,26.0,262.0,172.0,75.0
166,73,24.0,270.0,207.0,75.0
166,78,22.0,257.0,124.0,75.0
166,79,22.0,295.0,160.0,75.0
166,81,21.0,337.0,153.0,75.0
166,82,22.0,343.0,197.0,75.0
166,86,26.0,318.0,170.0,75.0
166,87,27.0,305.0,209.0,75.0
166,89,25.0,324.0,236.0,75.0
166,90,25.0,314.0,282.0,75.0
166,93,26.0,266.0,229.0,75.0
166,94,22.958333333333332,278.0833333333333,268.9583333333333,72.0
166,96,25.0,274.0,271.0,75.0
166,97,24.0,275.0,323.0,75.0
166,101,17.0,358.0,147.0,75.0
166,104,19.0,382.0,171.0,75.0
166,109,24.0,366.0,220.0,75.0
166,110,25.0,365.0,263.0,75.0
166,112,22.0,346.0,265.0,75.0
166,113,21.0,355.0,310.0,75.0
166,116,14.0,391.0,182.0,75.0
166,120,18.0,396.0,202.0,75.0
166,121,16.0,408.0,247.0,75.0
166,124,14.0,352.0,200.0,75.0
166,125,13.0,381.0,233.0,75.0
166,127,14.0,399.0,264.0,75.0
166,128,14.0,406.0,307.0,75.0
166,134,21.0,216.0,138.0,75.0
166,137,18.0,246.0,153.0,75.0
166,142,23.0,225.0,159.0,75.0
166,143,24.0,202.0,187.0,75.0
166,145,23.0,166.0,203.0,75.0
166,146,23.0,177.0,254.0,75.0
166,150,21.0,260.0,158.0,75.0
166,151,19.0,281.0,200.0,75.0
166,153,20.0,295.0,233.0,75.0
166,154,18.0,306.0,282.0,75.0
166,157,20.0,228.0,184.0,75.0
166,158,19.0,233.0,222.0,75.0
166,160,19.0,234.0,259.0,75.0
166,161,18.0,203.0,308.0,75.0
166,165,26.0,204.0,212.0,75.0
166,168,24.0,235.0,240.0,75.0
166,173,27.0,202.0,257.0,75.0
166,174,26.0,231.0,303.0,75.0
166,176,23.0,212.0,286.0,75.0
166,177,24.0,222.0,332.0,75.0
166,180,26.0,176.0,289.0,75.0
166,183,26.0,146.0,326.0,75.0
166,188,26.0,163.0,234.0,75.0
166,189,25.0,141.0,273.0,75.0
166,191,23.0,140.0,298.0,75.0
166,192,23.0,112.0,345.0,75.0
166,197,7.0,260.0,200.0,75.0
166,200,8.0,265.0,235.0,75.0
166,205,9.0,267.0,268.0,75.0
166,206,8.0,274.0,311.0,75.0
166,208,9.0,262.0,352.0,75.0
166,209,9.0,255.0,397.0,75.0
166,212,8.0,206.0,234.0,75.0
166,216,10.0,227.0,264.0,75.0
166,217,8.0,234.0,293.0,75.0
166,219,8.0,193.0,309.0,75.0
166,222,9.0,200.0,351.0,75.0
166,228,7.0,308.0,373.0,75.0
166,231,7.0,335.0,428.0,75.0
166,235,9.0,369.0,479.0,75.0
166,238,11.0,343.0,535.0,75.0
166,243,8.0,174.0,394.0,75.0
166,246,8.0,193.0,438.0,75.0
166,250,8.0,153.0,468.0,75.0
166,253,9.0,182.0,518.0,75.0
166,262,8.0,311.0,209.0,75.0
166,265,9.0,310.0,268.0,75.0
166,269,8.0,359.0,287.0,75.0
166,273,10.0,352.0,325.0,75.0
166,274,10.0,351.0,367.0,75.0
166,278,10.0,372.0,202.0,75.0
166,279,10.0,385.0,251.0,75.0
166,281,10.0,391.0,280.0,75.0
166,282,10.0,393.0,323.0,75.0
166,285,12.0,428.0,310.0,75.0
166,286,12.0,421.0,352.0,75.0
166,288,14.0,415.0,391.0,75.0
166,289,13.0,415.0,433.0,75.0
166,293,10.0,390.0,386.0,75.0
166,296,9.0,392.0,435.0,75.0
166,300,13.0,378.0,537.0,75.0
166,304,17.0,369.0,568.0,75.0
166,305,21.0,349.0,565.0,75.0
166,308,16.0,422.0,470.0,75.0
166,311,17.0,403.0,512.0,75.0
166,315,20.0,397.0,511.0,75.0
166,318,24.0,375.0,538.0,75.0
166,326,21.0,378.0,229.0,75.0
166,327,21.0,391.0,264.0,75.0
166,329,23.0,398.0,285.0,75.0
166,330,21.0,418.0,318.0,75.0
166,332,19.0,416.0,287.0,75.0
166,336,18.0,432.0,320.0,75.0
166,337,18.0,428.0,359.0,75.0
166,340,25.0,369.0,310.0,75.0
166,343,25.0,363.0,371.0,75.0
166,348,25.0,322.0,342.0,75.0
166,349,24.0,335.0,397.0,75.0
166,350,26.0,320.0,425.0,75.0
166,356,21.0,411.0,355.0,75.0
166,359,24.0,404.0,388.0,75.0
166,363,20.0,423.0,402.0,75.0
166,366,20.0,411.0,458.0,75.0
166,371,23.0,407.0,454.0,75.0
166,374,24.0,374.0,501.0,75.0
166,378,25.0,373.0,428.0,75.0
166,381,25.0,335.0,475.0,75.0
166,389,18.0,129.0,203.0,75.0
166,392,17.0,120.0,244.0,75.0
166,396,14.0,157.0,217.0,75.0
166,400,12.0,122.0,251.0,75.0
166,401,12.0,122.0,300.0,75.0
166,404,10.0,161.0,254.0,75.0
166,408,9.0,145.0,293.0,75.0
166,409,10.0,148.0,319.0,75.0
166,411,13.0,113.0,343.0,75.0
166,415,13.0,105.0,390.0,75.0
166,416,14.0,106.0,435.0,75.0
166,421,10.0,143.0,367.0,75.0
166,422,11.0,140.0,404.0,75.0
166,423,12.0,133.0,444.0,75.0
166,427,12.0,161.0,534.0,75.0
166,431,17.0,169.0,567.0,75.0
166,432,21.0,208.0,583.0,75.0
166,435,16.0,109.0,479.0,75.0
166,438,15.0,133.0,512.0,75.0
166,442,19.0,147.0,535.0,75.0
166,445,22.0,170.0,570.0,75.0
166,453,20.0,132.0,241.0,75.0
166,454,22.0,119.0,280.0,75.0
166,455,20.0,115.0,318.0,75.0
166,460,18.0,132.0,276.0,75.0
166,461,16.0,102.0,317.0,75.0
166,463,17.0,107.0,346.0,75.0
166,464,18.0,98.0,383.0,75.0
166,467,22.0,153.0,353.0,75.0
166,471,26.0,154.0,384.0,75.0
166,472,26.0,169.0,422.0,75.0
166,475,25.0,191.0,357.0,75.0
166,476,25.0,212.0,402.0,75.0
166,478,26.0,201.0,435.0,75.0
166,479,25.0,216.0,473.0,75.0
166,483,21.0,108.0,379.0,75.0
166,486,24.0,124.0,428.0,75.0
166,490,21.0,109.0,424.0,75.0
166,493,19.0,110.0,475.0,75.0
166,499,24.0,121.0,474.0,75.0
166,500,23.0,133.0,516.0,75.0
166,502,23.0,163.0,528.0,75.0
166,503,23.0,196.0,540.0,75.0
166,506,26.0,153.0,451.0,75.0
166,507,26.0,173.0,489.0,75.0
166,508,26.0,223.0,514.0,75.0
166,518,15.0,277.0,144.0,75.0
166,519,14.0,278.0,197.0,75.0
166,520,12.0,305.0,240.0,75.0
166,524,16.0,286.0,249.0,75.0
166,527,16.0,256.0,294.0,75.0
166,533,21.0,281.0,294.0,75.0
166,534,19.0,307.0,344.0,75.0
166,535,22.0,290.0,371.0,75.0
166,539,24.0,279.0,390.0,75.0
166,540,22.0,306.0,408.0,75.0
166,544,17.0,325.0,190.0,75.0
166,547,19.0,338.0,229.0,75.0
166,551,16.0,347.0,256.0,75.0
166,554,15.0,366.0,298.0,75.0
166,559,18.0,353.0,303.0,75.0
166,560,20.0,353.0,359.0,75.0
166,562,17.0,386.0,338.0,75.0
166,563,14.0,377.0,393.0,75.0
166,568,15.0,220.0,181.0,75.0
166,571,13.0,243.0,237.0,75.0
166,575,16.0,203.0,267.0,75.0
166,578,14.0,216.0,310.0,75.0
166,581,20.0,245.0,336.0,75.0
166,584,22.0,241.0,382.0,75.0
166,588,22.0,226.0,418.0,75.0
166,589,24.0,257.0,437.0,75.0
166,593,18.0,189.0,215.0,75.0
166,596,19.0,175.0,266.0,75.0
166,598,16.0,164.0,281.0,75.0
166,601,14.0,167.0,324.0,75.0
166,604,19.0,172.0,319.0,75.0
166,605,20.0,170.0,373.0,75.0
166,607,16.0,153.0,355.0,75.0
166,608,13.0,158.0,392.0,75.0
166,612,13.0,295.0,320.0,75.0
166,615,14.0,314.0,376.0,75.0
166,619,13.0,242.0,350.0,75.0
166,622,17.0,253.0,388.0,75.0
166,627,11.0,286.0,461.0,75.0
166,630,13.0,293.0,511.0,75.0
166,634,12.0,221.0,440.0,75.0
166,637,11.0,252.0,497.0,75.0
166,646,7.0,322.0,480.0,75.0
166,647,8.0,294.0,555.0,75.0
166,649,11.0,284.0,588.0,75.0
166,650,16.0,297.0,586.0,75.0
166,652,19.0,307.0,578.0,75.0
166,654,25.0,305.0,586.0,75.0
166,655,25.0,307.0,553.0,75.0
166,658,21.0,321.0,455.0,75.0
166,661,22.0,297.0,486.0,75.0
166,665,18.0,339.0,523.0,75.0
166,668,20.0,310.0,525.0,75.0
166,674,8.0,230.0,479.0,75.0
166,678,8.0,237.0,541.0,75.0
166,679,12.0,211.0,582.0,75.0
166,682,21.0,264.0,585.0,75.0
166,683,16.0,234.0,610.0,75.0
166,685,24.0,260.0,588.0,75.0
166,686,26.0,269.0,534.0,75.0
166,689,22.0,207.0,468.0,75.0
166,692,21.0,252.0,497.0,75.0
166,696,16.0,193.0,514.0,75.0
166,699,20.0,238.0,539.0,75.0
166,706,16.0,376.0,418.0,75.0
166,707,19.0,345.0,443.0,75.0
166,709,13.0,366.0,442.0,75.0
166,710,16.0,329.0,488.0,75.0
166,713,17.0,147.0,402.0,75.0
166,714,19.0,177.0,437.0,75.0
166,716,16.0,160.0,440.0,75.0
166,717,17.0,217.0,468.0,75.0
166,719,18.0,256.0,437.0,75.0
166,720,19.0,312.0,390.0,75.0
167,8,17.0,299.0,123.0,75.0
167,9,19.0,327.0,141.0,75.0
167,10,17.0,247.0,122.0,75.0
167,15,15.0,305.0,115.0,75.0
167,16,13.0,258.0,116.0,75.0
167,18,13.0,231.0,117.0,75.0
167,19,14.0,198.0,137.0,75.0
167,22,19.0,184.0,144.0,75.0
167,25,17.0,165.0,175.0,75.0
167,30,13.0,183.0,149.0,75.0
167,31,13.0,170.0,182.0,75.0
167,33,10.0,201.0,165.0,75.0
167,34,10.0,174.0,204.0,75.0
167,38,11.0,318.0,132.0,75.0
167,41,13.0,339.0,166.0,75.0
167,45,10.0,297.0,167.0,75.0
167,49,11.0,353.0,219.0,75.0
167,50,11.0,348.0,281.0,75.0
167,53,12.0,269.0,149.0,75.0
167,56,11.0,226.0,141.0,75.0
167,61,9.0,245.0,166.0,75.0
167,62,10.0,230.0,198.0,75.0
167,64,12.0,196.0,238.0,75.0
167,65,11.0,197.0,288.0,75.0
167,70,26.0,255.0,177.0,75.0
167,73,24.0,274.0,218.0,75.0
167,78,23.0,260.0,126.0,75.0
167,79,23.0,302.0,164.0,75.0
167,81,22.0,337.0,153.0,75.0
167,82,23.0,350.0,204.0,75.0
167,86,25.0,321.0,175.0,75.0
167,87,27.0,309.0,211.0,75.0
167,89,26.0,336.0,241.0,75.0
167,90,25.0,319.0,288.0,75.0
167,93,26.0,267.0,231.0,75.0
167,94,23.0,293.0,266.0,75.0
167,96,25.0,274.0,271.0,75.0
167,97,24.0,279.0,321.0,75.0
167,101,17.0,362.0,156.0,75.0
167,104,18.0,387.0,173.0,75.0
167,109,24.0,370.0,222.0,75.0
167,110,26.0,372.0,269.0,75.0
167,112,22.0,355.0,267.0,75.0
167,113,21.0,358.0,315.0,75.0
167,116,14.0,394.0,187.0,75.0
167,120,18.0,398.0,207.0,75.0
167,121,15.0,404.0,252.0,75.0
167,124,14.0,350.0,204.0,75.0
167,125,12.0,378.0,236.0,75.0
167,127,13.0,395.0,265.0,75.0
167,128,14.0,402.0,310.0,75.0
167,134,21.0,218.0,143.0,75.0
167,137,18.0,253.0,160.0,75.0
167,142,23.0,225.0,161.0,75.0
167,143,24.0,203.0,189.0,75.0
167,145,23.0,166.0,199.0,75.0
167,146,22.0,182.0,252.0,75.0
167,150,21.0,267.0,161.0,75.0
167,151,20.0,286.0,197.0,75.0
167,153,20.0,299.0,237.0,75.0
167,154,18.0,321.0,282.0,75.0
167,157,20.0,229.0,186.0,75.0
167,158,19.0,239.0,222.0,75.0
167,160,19.0,241.0,260.0,75.0
167,161,17.071428571428573,204.85714285714286,307.0,70.0
167,165,26.0,203.0,216.0,75.0
167,169,23.0,228.0,231.0,75.0
167,170,23.0,247.0,266.0,75.0
167,173,26.0,208.0,259.0,75.0
167,174,26.0,234.0,310.0,75.0
167,176,23.0,214.0,282.0,75.0
167,177,24.0,215.0,325.0,75.0
167,180,25.0,180.0,279.0,75.0
167,183,25.0,154.0,326.0,75.0
167,188,25.0,164.0,232.0,75.0
167,189,25.0,142.0,275.0,75.0
167,191,23.0,140.0,298.0,75.0
167,192,22.0,109.0,335.0,75.0
167,197,7.0,268.0,201.0,75.0
167,200,8.0,275.0,234.0,75.0
167,205,9.0,269.0,269.0,75.0
167,206,8.0,271.0,313.0,75.0
167,208,8.0,262.0,355.0,75.0
167,209,8.0,245.0,397.0,75.0
167,212,9.0,214.0,232.0,75.0
167,216,10.0,235.0,253.0,75.0
167,217,7.0,231.0,296.0,75.0
167,219,8.0,188.0,301.0,75.0
167,222,9.0,196.0,348.0,75.0
167,228,8.0,305.0,378.0,75.0
167,231,8.0,331.0,434.0,75.0
167,235,9.0,368.0,479.0,75.0
167,238,10.0,336.0,532.0,75.0
167,243,8.0,164.0,393.0,75.0
167,246,8.0,185.0,438.0,75.0
167,250,9.0,146.0,478.0,75.0
167,253,9.0,182.0,523.0,75.0
167,263,8.0,310.0,175.0,75.0
167,264,8.0,322.0,222.0,75.0
167,266,9.0,319.0,248.0,75.0
167,267,8.0,314.0,296.0,75.0
167,269,8.0,365.0,289.0,75.0
167,273,10.0,355.0,327.0,75.0
167,274,10.0,347.0,371.0,75.0
167,278,10.0,372.0,196.0,75.0
167,279,9.0,383.0,248.0,75.0
167,281,10.0,389.0,282.0,75.0
167,282,9.0,396.0,325.0,75.0
167,285,12.0,428.0,303.0,75.0
167,286,12.0,423.0,348.0,75.0
167,288,13.0,417.0,391.0,75.0
167,289,13.0,412.0,431.0,75.0
167,293,10.0,392.0,385.0,75.0
167,296,10.0,387.0,440.0,75.0
167,300,12.0,372.0,540.0,75.0
167,304,16.0,363.0,568.0,75.0
167,305,21.0,339.0,566.0,75.0
167,308,16.0,419.0,475.0,75.0
167,311,16.0,399.0,515.0,75.0
167,315,20.0,395.0,512.0,75.0
167,318,23.0,379.0,541.0,75.0
167,326,22.0,379.0,225.0,75.0
167,327,22.0,398.0,268.0,75.0
167,329,23.0,404.0,292.0,75.0
167,330,21.0,421.0,322.0,75.0
167,333,19.0,410.0,267.0,75.0
167,334,19.0,424.0,313.0,75.0
167,336,17.0,432.0,326.0,75.0
167,337,18.0,430.0,371.0,75.0
167,340,25.0,375.0,318.0,75.0
167,343,25.0,365.0,378.0,75.0
167,348,25.0,324.0,346.0,75.0
167,349,24.0,333.0,399.0,75.0
167,350,25.0,314.0,433.0,75.0
167,356,22.0,412.0,359.0,75.0
167,359,24.0,403.0,393.0,75.0
167,363,20.0,423.0,404.0,75.0
167,366,19.0,412.0,461.0,75.0
167,371,23.0,404.0,460.0,75.0
167,374,24.0,371.0,503.0,75.0
167,378,25.0,373.0,430.0,75.0
167,381,25.0,334.0,480.0,75.0
167,389,18.0,128.0,204.0,75.0
167,392,16.0,122.0,244.0,75.0
167,396,14.0,158.0,218.0,75.0
167,400,12.0,125.0,253.0,75.0
167,401,13.0,131.0,300.0,75.0
167,404,10.0,163.0,247.0,75.0
167,408,10.0,143.0,283.0,75.0
167,409,10.0,151.0,328.0,75.0
167,412,13.0,115.0,329.0,75.0
167,413,12.0,115.0,360.0,75.0
167,415,14.0,101.0,394.0,75.0
167,416,16.0,101.0,434.0,75.0
167,421,10.0,144.0,370.0,75.0
167,422,11.0,132.0,416.0,75.0
167,423,12.0,126.0,450.0,75.0
167,428,12.0,150.0,524.0,75.0
167,429,15.0,160.0,551.0,75.0
167,431,18.0,166.0,570.0,75.0
167,432,21.0,210.0,586.0,75.0
167,435,17.0,109.0,474.0,75.0
167,438,15.0,129.0,508.0,75.0
167,442,20.0,152.0,536.0,75.0
167,445,23.0,176.0,569.0,75.0
167,453,21.0,135.0,234.0,75.0
167,454,22.0,120.0,266.0,75.0
167,456,20.0,125.0,286.0,75.0
167,457,18.0,101.0,336.0,75.0
167,460,18.0,133.0,275.0,75.0
167,461,15.0,106.0,312.0,75.0
167,463,16.0,101.0,346.0,75.0
167,464,18.0,96.0,379.0,75.0
167,467,21.0,153.0,344.0,75.0
167,471,25.0,151.0,372.0,75.0
167,472,26.0,171.0,417.0,75.0
167,475,24.0,192.0,352.0,75.0
167,476,25.0,212.0,398.0,75.0
167,478,24.0,212.0,425.0,75.0
167,479,26.0,223.0,479.0,75.0
167,483,21.0,105.0,375.0,75.0
167,486,24.0,121.0,416.0,75.0
167,490,22.0,110.0,416.0,75.0
167,493,20.0,115.0,474.0,75.0
167,499,24.0,125.0,468.0,75.0
167,500,24.0,133.0,510.0,75.0
167,502,23.0,162.0,530.0,75.0
167,503,24.0,206.0,539.0,75.0
167,506,26.0,157.0,447.0,75.0
167,507,26.0,171.0,493.0,75.0
167,509,26.0,209.0,507.0,75.0
167,510,25.0,239.0,537.0,75.0
167,518,15.0,277.0,139.0,75.0
167,519,14.0,284.0,196.0,75.0
167,520,12.0,306.0,242.0,75.0
167,525,17.0,295.0,227.0,75.0
167,526,15.0,290.0,279.0,75.0
167,527,16.0,257.0,294.0,75.0
167,533,20.0,289.0,291.0,75.0
167,534,19.0,307.0,345.0,75.0
167,535,21.0,290.0,366.0,75.0
167,539,25.0,280.0,390.0,75.0
167,540,22.0,300.0,413.0,75.0
167,544,18.0,329.0,190.0,75.0
167,547,18.0,339.0,237.0,75.0
167,551,16.0,342.0,256.0,75.0
167,554,15.0,366.0,298.0,75.0
167,559,18.0,355.0,303.0,75.0
167,560,20.0,356.0,359.0,75.0
167,562,17.0,387.0,338.0,75.0
167,563,13.0,379.0,391.0,75.0
167,568,15.0,225.0,179.0,75.0
167,571,13.0,250.0,238.0,75.0
167,575,16.0,207.0,259.0,75.0
167,578,15.0,209.0,307.0,75.0
167,581,21.0,245.0,332.0,75.0
167,584,23.0,239.0,377.0,75.0
167,588,22.0,221.0,413.0,75.0
167,589,24.0,259.0,441.0,75.0
167,593,18.0,190.0,213.0,75.0
167,596,19.0,177.0,264.0,75.0
167,598,16.0,168.0,278.0,75.0
167,601,14.0,170.0,318.0,75.0
167,604,18.0,171.0,319.0,75.0
167,605,19.0,169.0,369.0,75.0
167,607,15.0,150.0,349.0,75.0
167,608,13.0,154.0,393.0,75.0
167,612,12.0,294.0,331.0,75.0
167,615,14.0,311.0,380.0,75.0
167,620,13.0,236.0,316.0,75.0
167,621,13.0,231.0,362.0,75.0
167,622,16.0,257.0,388.0,75.0
167,627,11.0,281.0,451.0,75.0
167,630,14.0,286.0,508.0,75.0
167,634,12.0,215.0,440.0,75.0
167,637,11.0,244.0,492.0,75.0
167,646,7.0,314.0,480.0,75.0
167,647,8.0,288.0,549.0,75.0
167,649,11.0,278.0,586.0,75.0
167,650,15.0,287.0,583.0,75.0
167,652,19.0,305.0,568.0,75.0
167,654,24.0,303.0,586.0,75.0
167,655,24.0,309.0,545.0,75.0
167,658,21.0,321.0,455.0,75.0
167,661,21.0,293.0,487.0,75.0
167,665,17.0,341.0,523.0,75.0
167,668,20.0,309.0,524.0,75.0
167,674,8.0,219.0,476.0,75.0
167,678,7.0,234.0,542.0,75.0
167,679,13.0,207.0,583.0,75.0
167,682,21.0,265.0,587.0,75.0
167,683,16.0,229.0,608.0,75.0
167,685,24.0,251.0,594.0,75.0
167,686,27.0,279.0,539.0,75.0
167,689,22.0,199.0,464.0,75.0
167,692,21.0,242.0,496.0,75.0
167,696,17.0,190.0,514.0,75.0
167,699,20.0,240.0,534.0,75.0
167,706,16.0,378.0,418.0,75.0
167,707,18.0,349.0,442.0,75.0
167,709,13.0,364.0,441.0,75.0
167,710,16.0,330.0,483.0,75.0
167,713,16.0,146.0,395.0,75.0
